no_test,id,fakultas,pekerjaan_ayah,pekerjaan_ibu,pendapatan_class,penghasilan_ayah,penghasilan_ibu,kepemilikan_rumah,koreksi_pengeluaran_mhs_iuran_sekolah,kendaraan,sekolah,listrik,keberadaan_orangtua,pajak,ukt_rev
231710020562,4332,9,0,9,3,0,3982600,2,0,1,4,1,1.0,0.0,3
231710020562,4332,9,0,9,3,0,3982600,2,0,1,4,1,1.0,0.0,3
231710020562,4332,9,0,9,3,0,3982600,2,0,1,4,1,1.0,0.0,3
231710020569,2212,10,1,1,8,4200000,3000000,1,200000,4,3,3,2.0,300000.0,7
231710020584,2043,9,6,1,8,6800000,0,1,400000,3,4,2,2.0,2050000.0,7
231710020591,1991,7,6,1,8,20000000,0,7,400000,4,4,4,2.0,3200000.0,8
231710020624,4930,4,1,1,1,1000000,0,3,0,3,1,1,2.0,213500.0,2
231710020635,3413,2,7,1,1,2000000,0,2,0,3,4,2,2.0,300000.0,4
231710020635,3413,2,7,1,1,2000000,0,2,0,3,4,2,2.0,300000.0,4
231710020636,4851,2,1,5,1,500000,0,1,85000,3,2,1,2.0,0.0,1
231710020643,2216,10,9,9,8,6395800,5200000,7,2000000,7,5,4,2.0,5550000.0,8
231710020699,1897,4,9,9,8,5116800,4020400,3,0,3,3,2,2.0,3500000.0,8
231710020711,2217,10,9,9,8,5000000,5000000,6,250000,4,4,3,2.0,1200000.0,8
231710020719,4388,8,1,1,2,2500000,0,2,0,3,2,3,2.0,0.0,2
231710020749,4991,6,2,1,1,1000000,0,2,0,3,3,2,2.0,190000.0,2
231710020758,3857,3,5,9,8,3000000,9000000,1,0,4,5,2,2.0,500000.0,6
231710020764,1995,7,0,1,5,2000000,0,7,300000,3,4,3,1.0,156000.0,5
231710020787,1337,8,7,1,5,4000000,0,5,450000,7,4,4,2.0,2300000.0,7
231710020789,2218,10,2,8,8,3500000,2500000,5,0,3,4,2,2.0,950000.0,7
231710020791,1757,8,7,7,8,3000000,3000000,7,450000,7,4,4,2.0,2300000.0,8
231710020811,4652,7,1,1,1,1000000,600000,2,0,3,3,1,2.0,0.0,2
231710020847,3289,2,6,3,1,0,2000000,4,200000,3,4,2,2.0,120000.0,4
231710020854,4748,4,7,1,1,1500000,0,1,150000,3,3,3,2.0,1500000.0,2
231710020875,2604,4,9,1,8,3900000,0,3,0,3,1,3,2.0,224000.0,7
231710020895,1340,8,1,1,1,1500000,0,4,0,3,1,3,2.0,0.0,3
231710020906,1350,8,1,1,3,1000000,1800000,1,75000,3,2,1,2.0,250000.0,3
231710020917,1244,5,9,6,8,10000000,0,7,500000,8,4,3,2.0,2200000.0,8
231710020919,3998,9,1,1,2,2000000,0,5,50000,3,2,2,2.0,160000.0,3
231710020931,3127,1,6,6,8,5000000,4000000,7,275000,6,4,2,2.0,1658750.0,7
231710020935,1475,4,5,9,7,1500000,3700000,1,0,3,1,2,2.0,0.0,6
231710020957,2581,2,7,1,8,10000000,0,4,0,4,1,2,2.0,2300000.0,6
231710020958,2044,9,1,1,5,5900000,0,1,0,3,1,3,2.0,150000.0,6
231710020972,2223,10,9,9,8,8008100,3400000,8,550000,8,5,5,2.0,3700000.0,8
231710021019,1723,7,6,5,8,8000000,7500000,8,435500,8,4,4,2.0,3007000.0,8
231710021036,2989,7,1,1,1,2000000,0,6,85000,3,3,2,2.0,225000.0,3
231710021045,3094,2,0,9,7,0,4000000,7,110000,3,3,2,1.0,200000.0,6
231710021049,2634,4,7,1,5,5000000,0,7,200000,4,4,2,2.0,320000.0,8
231710021057,1202,4,7,9,8,1500000,5000000,7,80000,3,2,3,2.0,175000.0,8
231710021079,3994,3,6,1,8,14356000,0,1,450000,7,4,3,2.0,3235750.0,8
231710021087,3097,2,7,3,8,7000000,1000000,4,80000,4,2,2,2.0,3500000.0,6
231710021109,1218,4,6,1,8,4500000,0,1,0,4,4,3,2.0,182000.0,7
231710021118,2228,10,9,6,8,4942100,4000000,5,445000,8,4,3,2.0,5000000.0,8
231710021204,4159,4,2,1,3,2000000,0,2,125000,3,3,1,2.0,112000.0,3
231710021240,1351,8,9,1,8,6891800,0,5,0,3,3,2,2.0,3300000.0,8
231710021248,3177,7,7,1,6,5000000,0,5,275000,3,4,3,2.0,100000.0,6
231710021254,2230,10,6,1,8,13000000,0,6,0,3,1,4,2.0,250000.0,8
231710021273,1410,5,1,1,5,3850000,0,3,75000,3,2,2,2.0,45000.0,6
231710021274,1997,7,1,9,8,0,5450500,4,50000,4,2,2,2.0,468000.0,5
231710021289,2295,10,9,1,8,5000000,0,7,445000,6,4,3,2.0,1800000.0,8
231710021341,1867,7,7,5,7,2000000,5000000,1,1500000,7,5,5,2.0,2726000.0,7
231710021349,1459,4,9,9,8,5600900,5287200,5,0,6,1,3,2.0,2900000.0,8
231710021357,3992,3,7,1,4,3500000,0,5,60000,3,2,1,2.0,850000.0,5
231710021427,1999,7,1,9,8,1500000,4316500,4,0,3,4,1,2.0,198000.0,5
231710021430,4725,2,2,1,5,2000000,0,1,0,3,1,2,2.0,500000.0,2
231710021465,1907,4,9,9,8,5500000,4500000,5,1500000,6,4,2,2.0,3635000.0,8
231710030013,3178,7,9,9,8,4759000,4970700,5,250000,6,4,2,2.0,2092000.0,7
231710030017,2301,10,7,1,8,8000000,0,7,700000,6,5,4,2.0,2550000.0,8
231710030020,2241,2,7,9,8,6000000,5340600,7,0,6,4,4,2.0,1260000.0,8
231710030025,4720,4,1,1,1,1000000,0,2,20000,2,2,2,2.0,0.0,1
231710030046,1412,5,7,1,8,6000000,0,5,250000,3,4,2,2.0,189000.0,8
231710030048,1592,7,3,1,8,5000000,0,7,0,4,1,1,2.0,400000.0,6
231710030094,4956,4,1,1,2,1000000,0,1,225000,4,4,2,2.0,0.0,2
231710030102,2302,10,6,1,5,5067373,0,5,0,3,4,3,2.0,205000.0,6
231710030108,3999,9,9,7,4,1500000,1000000,2,0,1,3,2,2.0,0.0,3
231710030150,3393,8,6,0,5,4000000,0,1,300000,3,2,2,1.0,172400.0,4
231710030158,1862,8,9,1,6,5000000,0,3,75000,4,2,1,2.0,150000.0,6
231710030177,3860,3,9,1,8,5500000,0,7,1700000,3,3,2,2.0,2310000.0,8
231710030183,3290,2,7,6,8,2000000,3200000,1,275000,4,4,4,2.0,146000.0,6
231710030184,2313,10,0,9,8,0,4180000,4,70000,3,2,3,1.0,165000.0,6
231710030266,4871,5,1,5,2,1750000,0,1,0,3,1,2,2.0,0.0,2
231710030292,2316,10,1,8,8,0,5500000,7,825000,6,5,4,2.0,1308500.0,8
231710030296,1622,4,2,1,3,2000000,0,4,200000,3,3,2,2.0,300000.0,4
231710030315,2881,2,9,1,7,6500000,0,3,0,3,1,2,2.0,265.0,6
231710030331,1766,5,7,1,4,2600000,0,3,577500,3,5,2,2.0,190000.0,6
231710030342,4002,9,7,1,4,5000000,0,8,85000,6,4,5,2.0,4500000.0,8
231710030347,3450,2,9,9,8,4812000,3861000,1,150000,3,2,3,2.0,216000.0,6
231710030360,4726,2,1,1,1,2348000,0,1,150000,3,3,3,2.0,200000.0,2
231710030370,1355,8,7,1,7,4150000,0,5,200000,3,3,3,2.0,2150000.0,7
231710030421,1593,7,7,1,8,2500000,0,4,0,3,1,2,2.0,216500.0,4
231710030433,1770,5,9,1,7,5132800,0,4,0,3,4,2,2.0,288000.0,7
231710030439,3414,2,9,1,8,5000000,0,5,500000,6,5,3,2.0,2635000.0,8
231710030463,3989,3,9,9,8,5921000,4914900,5,0,3,1,2,2.0,1408500.0,8
231710030486,3415,2,2,2,8,1000000,500000,2,0,3,1,1,2.0,203000.0,4
231710030526,2321,10,6,1,3,4700000,0,2,0,3,1,2,2.0,0.0,4
231710030537,2682,2,5,1,8,80000000,0,8,450000,8,5,4,2.0,6317000.0,8
231710030548,1771,5,6,1,8,12128790,0,7,995000,3,5,3,2.0,244500.0,8
231710030549,4642,2,1,5,1,0,2500000,1,100000,3,3,2,2.0,130000.0,2
231710030551,4730,2,3,1,3,3000000,0,3,150000,4,3,3,2.0,400000.0,3
231710030595,2811,2,2,1,1,2000000,0,1,0,3,2,3,2.0,170000.0,3
231710030671,3821,3,5,9,8,4500000,12165537,8,350000,8,4,4,2.0,3500000.0,8
231710030681,4765,4,1,5,1,0,2,1,0,1,3,2,2.0,0.0,1
231710030684,2677,4,6,1,8,7725171,0,4,150000,6,2,2,2.0,1450000.0,8
231710030684,2677,4,6,1,8,7725171,0,4,150000,6,2,2,2.0,1450000.0,8
231710030696,1181,4,5,1,1,2430000,0,3,0,3,2,2,2.0,0.0,3
231710030708,2911,9,7,1,1,2300000,0,5,0,3,1,2,2.0,134000.0,3
231710030711,1967,4,1,1,7,5215301,0,4,0,4,1,3,2.0,500000.0,7
231710030720,1932,4,2,1,1,1800000,0,3,41000,3,4,2,2.0,0.0,3
231710030729,2328,10,0,6,7,0,4200000,1,0,1,1,1,1.0,0.0,2
231710030753,4005,9,9,9,8,5000000,3000000,5,0,4,1,3,2.0,200000.0,7
231710030757,1415,5,3,1,3,2000000,0,5,450000,3,4,2,2.0,200000.0,6
231710030794,4734,2,6,1,8,4500000,0,2,500000,3,4,2,2.0,2250000.0,5
231710030811,3988,3,9,9,8,5000000,4000000,7,500000,6,4,3,2.0,2186500.0,8
231710030812,4812,8,2,5,1,800000,200000,2,200000,3,2,2,2.0,200000.0,2
231710030813,4007,9,2,1,8,2500000,0,7,0,4,3,2,2.0,500000.0,6
231710030821,2820,2,6,1,5,4000000,0,3,120000,4,3,3,2.0,170000.0,6
231710030874,3648,9,7,9,8,2000000,4000000,3,300000,4,5,2,2.0,4000000.0,6
231710030874,3648,9,7,9,8,2000000,4000000,3,300000,4,5,2,2.0,4000000.0,6
231710030893,3394,8,9,6,8,36000000,22000000,8,770000,8,5,4,2.0,3900000.0,8
231710030934,2651,4,6,1,6,2500000,0,5,0,3,3,2,2.0,300000.0,6
231710030953,1246,5,9,1,8,6000000,0,7,280000,3,3,2,2.0,175000.0,8
231710030954,3567,9,7,6,8,1500000,3000000,3,0,3,1,2,2.0,0.0,8
231710030954,3567,9,7,6,8,1500000,3000000,3,0,3,1,2,2.0,0.0,8
231710030961,2333,10,5,5,8,13479000,7000000,7,450000,8,4,4,2.0,2552000.0,8
231710030967,1899,8,1,9,8,0,5052300,3,100000,3,2,3,2.0,197000.0,6
231710031015,1902,8,2,1,2,2000000,0,1,0,3,1,2,2.0,150000.0,2
231710031022,3453,2,6,1,8,15679524,0,7,150000,6,3,3,2.0,2004250.0,8
231710031032,2336,10,9,1,7,5280750,0,7,250000,6,4,4,2.0,2265000.0,8
231710031034,1416,5,5,1,8,17743560,0,8,300000,7,4,5,2.0,4600000.0,8
231710031057,3685,3,7,6,8,3000000,3500000,5,150000,5,4,2,2.0,1692000.0,7
231710031076,1247,5,6,5,8,17000000,0,7,500000,4,4,4,2.0,2549500.0,8
231710031133,3825,3,5,1,8,28403076,0,7,150000,6,3,4,2.0,2000000.0,8
231710031163,2884,2,9,1,8,3000000,0,1,100000,3,3,2,2.0,147509.0,6
231710031216,4845,8,3,3,1,1500000,1000000,3,0,4,1,1,2.0,120000.0,2
231710031235,1530,4,9,5,7,5000000,300000,4,0,3,4,3,2.0,2800000.0,8
231710031304,4197,4,0,7,1,0,750000,3,0,3,4,1,1.0,250000.0,2
231710031345,3036,1,6,1,8,5800000,0,5,550000,3,5,4,2.0,242500.0,7
231710031348,4852,8,0,2,1,0,500000,1,0,1,3,1,1.0,0.0,1
231710031396,3293,2,1,1,1,2500000,0,2,10000,3,1,1,2.0,70000.0,2
231710031430,3395,8,3,1,4,5000000,0,4,300000,3,5,2,2.0,300000.0,6
231710040020,3003,7,6,9,8,21000000,4000000,4,400000,6,4,2,2.0,2519250.0,7
231710040030,3396,8,9,9,8,6530200,1954305,6,0,6,1,3,2.0,2761000.0,8
231710040043,3675,3,7,6,8,2500000,2000000,6,450000,1,4,5,2.0,0.0,6
231710040044,4053,8,6,9,5,3000000,2000000,4,1250000,4,5,3,2.0,150000.0,8
231710040046,4703,4,1,1,2,2000000,0,1,330000,2,4,2,2.0,0.0,2
231710040048,1903,8,9,5,8,5000000,4000000,7,1400000,3,5,4,2.0,6300000.0,8
231710040069,1772,5,9,1,8,12607550,0,7,500000,6,5,3,2.0,3300000.0,8
231710040078,3418,2,2,1,5,2000000,0,2,35000,3,1,3,2.0,214000.0,3
231710040118,3229,2,9,1,3,3000000,0,2,0,3,1,2,2.0,200000.0,4
231710040126,1998,5,1,1,3,3500000,0,2,300000,3,4,2,2.0,250000.0,6
231710040141,1359,8,9,9,8,3903000,4195798,8,1900000,8,5,4,2.0,3500000.0,8
231710040148,4296,5,0,3,2,0,1500000,1,0,4,1,2,1.0,0.0,2
231710040149,4247,8,1,1,2,1800000,0,1,0,3,3,2,2.0,300000.0,2
231710040179,2341,10,5,1,8,10000000,0,6,70000,6,2,4,2.0,4780000.0,8
231710040180,4010,9,9,9,8,5559800,3973700,5,450000,6,4,4,2.0,1720000.0,8
231710040189,3455,2,6,1,8,20000000,0,8,450000,6,4,5,2.0,3000000.0,8
231710040189,3455,2,6,1,8,20000000,0,8,450000,6,4,5,2.0,3000000.0,8
231710040218,2343,10,9,9,8,11707523,5000000,7,700000,6,5,5,2.0,2400000.0,8
231710040224,2691,2,0,9,3,0,4000000,7,85000,3,2,3,1.0,500000.0,4
231710040256,2823,2,5,5,1,1000000,0,1,0,3,3,1,2.0,400000.0,2
231710040259,4189,2,5,0,3,1500000,0,1,0,3,3,1,1.0,150000.0,2
231710040276,4723,4,0,3,5,0,1000000,1,70000,3,2,2,1.0,100500.0,3
231710040278,4469,8,1,1,3,2000000,0,1,0,3,2,2,2.0,150000.0,2
231710040290,1250,5,7,1,8,10000000,0,8,300000,8,4,5,2.0,5500000.0,8
231710040296,2662,4,1,0,2,2000000,0,4,75000,3,3,2,1.0,165000.0,3
231710040316,2344,10,9,8,8,11000000,10000000,8,400000,3,4,4,2.0,200000.0,8
231710040333,4599,2,1,1,3,2000000,0,3,0,3,1,1,2.0,200000.0,2
231710040375,4729,4,2,2,1,1000000,0,3,0,3,1,1,2.0,200000.0,2
231710040380,1253,5,7,1,6,6000000,0,1,300000,3,5,3,2.0,200000.0,7
231710040401,3636,9,2,1,1,2500000,0,2,0,3,1,2,2.0,300000.0,2
231710040418,4408,10,8,5,8,2000000,2500000,4,150000,4,3,2,2.0,343000.0,3
231710040420,2345,10,6,9,8,2000000,4745000,5,0,3,3,3,2.0,1535000.0,7
231710040425,1727,7,5,9,8,18478739,5020400,8,500000,7,5,5,2.0,4350000.0,8
231710040467,1251,5,5,6,8,14686000,7502000,8,1375000,7,4,4,2.0,3100000.0,8
231710040510,4040,4,9,1,8,4375800,0,2,0,4,1,2,2.0,450000.0,4
231710040547,2030,4,3,1,5,5000000,0,6,100000,3,2,2,2.0,330000.0,7
231710040553,4923,8,0,5,2,0,1500000,2,23000,1,1,2,1.0,0.0,1
231710040554,4260,6,5,1,5,2100000,0,1,275000,3,4,2,2.0,175000.0,3
231710040561,4420,10,1,3,2,1500000,500000,2,500000,1,4,2,2.0,0.0,2
231710040567,3554,9,1,1,4,4428147,0,1,577500,3,5,2,2.0,183500.0,5
231710040584,4625,4,1,1,3,2000000,0,2,0,4,3,2,2.0,500000.0,3
231710040597,4489,8,1,1,1,1500000,0,2,80000,3,2,1,2.0,120000.0,2
231710040611,2695,2,6,1,6,5000000,0,1,150000,3,3,4,2.0,200000.0,6
231710040630,1623,4,2,9,8,800000,5439900,3,0,4,2,1,2.0,225000.0,7
231710040633,4858,8,8,1,2,2500000,0,1,280000,3,4,3,2.0,200000.0,3
231710040639,1419,5,8,1,1,2500000,0,7,450000,3,5,2,2.0,228625.0,6
231710040646,2070,9,1,9,6,0,5000000,7,85000,3,2,3,2.0,1700000.0,7
231710040652,2995,8,6,8,8,3349456,10000000,8,166000,3,3,4,2.0,2100000.0,8
231710040662,3294,2,6,1,8,20000000,0,5,0,6,3,3,2.0,1800000.0,7
231710040686,4672,2,5,5,2,1500000,500000,1,0,3,3,2,2.0,0.0,2
231710040693,3693,3,7,1,3,4000000,0,1,100000,3,2,3,2.0,197000.0,4
231710040696,4105,3,8,1,2,1500000,0,2,0,3,3,3,2.0,100000.0,2
231710040701,1840,4,9,9,8,5000000,4000000,4,0,3,4,2,2.0,175000.0,8
231710040705,4686,1,1,1,1,1000000,0,2,100000,3,2,2,2.0,200000.0,2
231710040753,4874,4,2,1,6,3500000,0,2,0,4,3,2,2.0,225000.0,3
231710040757,3419,2,7,9,8,9000000,5000000,7,995000,6,5,3,2.0,2725000.0,8
231710040767,4760,4,1,1,1,1500000,0,2,0,3,2,2,2.0,125000.0,2
231710040774,2084,9,6,1,7,3764111,0,4,0,4,1,2,2.0,200000.0,6
231710040785,3670,3,9,9,8,5035800,3340300,4,0,4,5,3,2.0,300000.0,7
231710040809,2761,4,3,1,2,2000000,0,1,0,3,1,2,2.0,200000.0,3
231710040810,2701,2,3,1,3,3000000,0,8,510000,4,4,3,2.0,200000.0,5
231710040839,2584,2,1,9,8,3000000,3500000,1,0,3,2,1,2.0,0.0,6
231710040841,3556,9,9,1,8,5000000,0,4,150000,3,3,3,2.0,1800000.0,7
231710040843,4733,4,2,1,1,1000000,0,3,0,4,2,1,2.0,200000.0,2
231710040854,1362,8,9,1,7,5301300,0,7,300000,4,3,3,2.0,250000.0,7
231710040855,2349,10,9,1,8,5000000,0,4,0,3,1,3,2.0,400000.0,7
231710040859,1420,5,5,5,8,0,3780300,1,400000,3,4,1,2.0,200000.0,6
231710040884,3640,9,9,1,8,10520980,0,8,500000,7,4,4,2.0,2682000.0,8
231710040885,1895,4,1,9,5,300000,4640000,4,150000,4,5,2,2.0,1450000.0,7
231710040910,3295,2,6,1,8,3500000,0,3,0,3,1,1,2.0,200000.0,6
231710040914,4934,2,1,1,1,500000,0,2,0,3,2,1,2.0,180000.0,2
231710040916,1869,7,5,1,8,7500000,0,7,995000,3,5,5,2.0,3100000.0,8
231710040918,2825,2,1,9,8,1500000,5036600,4,250000,3,4,2,2.0,200000.0,6
231710040934,3188,7,3,1,3,2000000,0,3,100000,3,2,3,2.0,168500.0,3
231710040989,4241,7,6,1,3,3500000,0,1,200000,4,3,4,2.0,400000.0,3
231710041001,1625,4,2,3,8,6000000,2000000,5,0,5,1,3,2.0,750000.0,8
231710041004,4232,3,1,1,4,2500000,0,6,0,3,1,3,2.0,206000.0,4
231710041004,4232,3,1,1,4,2500000,0,6,0,3,1,3,2.0,206000.0,4
231710041004,4232,3,1,1,4,2500000,0,6,0,3,1,3,2.0,206000.0,4
231710041022,2880,7,8,1,8,3000000,0,1,200000,3,3,2,2.0,170000.0,4
231710041045,4977,4,1,1,2,1000000,0,1,100000,3,2,3,2.0,175000.0,2
231710041048,2248,2,1,1,5,3000000,0,3,100000,1,2,2,2.0,0.0,4
231710041059,4013,9,5,1,8,18000000,0,7,450000,7,4,4,2.0,3300000.0,8
231710041059,4013,9,5,1,8,18000000,0,7,450000,7,4,4,2.0,3300000.0,8
231710041069,1254,5,6,9,8,5473269,4355100,4,950000,3,4,2,2.0,3174250.0,8
231710041079,4097,8,7,7,4,1000000,750000,2,150000,1,2,2,2.0,0.0,2
231710041085,1216,4,1,9,8,0,4378100,1,0,3,1,3,2.0,147000.0,6
231710041086,4521,2,2,3,1,500000,360000,2,100000,4,3,2,2.0,0.0,2
231710041115,1422,5,7,5,8,10000000,3000000,8,0,8,1,2,2.0,3250000.0,8
231710041116,2589,2,6,1,8,8000000,0,3,150000,4,3,3,2.0,250000.0,6
231710041157,1214,4,7,1,3,3000000,0,1,75000,3,2,2,2.0,250000.0,3
231710041168,4278,8,6,1,4,3500000,0,1,275000,2,4,2,2.0,0.0,3
231710041171,1365,8,9,9,8,6077900,1658395,7,550000,6,4,3,2.0,1765250.0,8
231710041174,3005,7,9,9,8,7437900,5266500,7,450000,6,4,3,2.0,3250000.0,8
231710041190,4771,4,5,1,2,1000000,0,3,0,3,2,2,2.0,0.0,3
231710041190,4771,4,5,1,2,1000000,0,3,0,3,2,2,2.0,0.0,3
231710041190,4771,4,5,1,2,1000000,0,3,0,3,2,2,2.0,0.0,3
231710041190,4771,4,5,1,2,1000000,0,3,0,3,2,2,2.0,0.0,3
231710041190,4771,4,5,1,2,1000000,0,3,0,3,2,2,2.0,0.0,3
231710041190,4771,4,5,1,2,1000000,0,3,0,3,2,2,2.0,0.0,3
231710041191,2355,10,9,1,8,10914000,0,4,200000,4,4,3,2.0,2350000.0,8
231710041205,1423,5,7,1,7,7000000,0,5,285000,4,3,2,2.0,253000.0,8
231710041248,1531,4,3,1,1,2000000,0,3,0,3,2,2,2.0,180000.0,3
231710041308,2059,4,9,1,8,8000000,0,7,150000,3,3,3,2.0,1550000.0,8
231710041316,1221,4,9,9,8,5115900,3191700,7,85000,3,2,3,2.0,2514575.0,8
231710041339,4243,7,1,1,3,3572000,0,1,200000,3,3,2,2.0,150500.0,3
231710041370,2838,1,6,1,8,15000000,0,7,500000,6,5,4,2.0,2780000.0,7
231710041377,1729,7,9,9,8,120000000,15000000,8,500000,8,4,5,2.0,12000000.0,8
231710041384,2915,9,6,1,3,3555000,0,1,0,4,1,2,2.0,156500.0,3
231710041392,1774,5,5,6,8,7756000,4600000,5,0,3,2,2,2.0,3808500.0,8
231710041403,2249,2,1,1,2,1500000,0,3,110000,3,3,1,2.0,165000.0,3
231710041411,4880,5,2,1,1,1000000,0,1,59000,3,3,2,2.0,0.0,2
231710041458,3420,2,6,1,2,3540000,0,1,0,3,4,1,2.0,250000.0,3
231710041461,1430,8,1,3,7,2400000,1500000,5,280000,3,3,2,2.0,200000.0,6
231710050029,2827,2,6,6,8,2766000,3100000,5,500000,4,4,2,2.0,320000.0,6
231710050032,3979,3,9,0,8,17000000,0,8,450000,7,4,4,1.0,3400000.0,8
231710050040,4737,4,1,1,1,600000,0,2,100000,3,3,2,2.0,180000.0,2
231710050066,3975,3,6,5,8,25000000,19000000,7,450000,7,4,4,2.0,5350000.0,8
231710050072,2359,10,6,1,8,12831132,0,6,300000,1,4,3,2.0,0.0,8
231710050072,2359,10,6,1,8,12831132,0,6,300000,1,4,3,2.0,0.0,8
231710050082,1936,8,9,1,8,6222300,0,1,275000,6,4,2,2.0,2230000.0,7
231710050131,4554,9,8,1,8,4000000,0,5,150000,4,3,3,2.0,300000.0,6
231710050141,3623,9,9,9,8,15000000,10000000,7,280000,6,4,3,2.0,2000000.0,8
231710050151,2513,6,9,9,8,5434800,3639000,7,300000,3,3,2,2.0,2900000.0,8
231710050177,4014,9,1,1,2,3000000,0,3,0,3,3,1,2.0,300000.0,3
231710050188,3627,9,6,1,3,4000000,0,3,0,2,4,1,1.0,0.0,3
231710050193,1843,4,7,1,5,5000000,0,4,150000,4,3,3,2.0,900000.0,7
231710050202,4741,4,0,2,1,0,500000,1,0,3,1,1,1.0,0.0,1
231710050226,4602,4,1,1,1,2500000,0,2,300000,3,1,2,1.0,0.0,2
231710050269,1212,4,7,1,2,1000000,0,4,0,3,3,2,2.0,300000.0,3
231710050273,3238,1,3,5,8,0,10000000,5,450000,3,4,3,2.0,600000.0,4
231710050308,2029,4,9,5,7,3700000,500000,2,110000,3,3,2,2.0,150000.0,6
231710050327,2113,7,3,5,4,1500000,400000,1,0,3,1,2,2.0,200000.0,2
231710050335,2284,4,9,1,6,5000000,0,3,50000,3,2,2,2.0,250000.0,7
231710050365,2362,10,5,1,8,17000000,0,6,450000,6,5,4,2.0,2930000.0,8
231710050367,4016,9,9,9,8,5547800,3000000,4,700000,3,5,2,2.0,1800000.0,8
231710050381,1838,4,7,9,8,1500000,4000000,4,0,6,2,2,2.0,1670000.0,8
231710050394,3013,7,6,1,4,4500000,0,4,150000,3,3,3,2.0,250000.0,4
231710050411,3039,1,0,1,5,0,3000000,8,200000,7,3,3,1.0,2500000.0,6
231710050412,1437,5,0,7,8,0,18000000,8,7900000,6,5,5,1.0,3200000.0,8
231710050418,4434,10,6,1,3,3200000,0,3,110000,3,3,1,2.0,200000.0,3
231710050421,1439,5,7,1,8,7500000,0,8,400000,6,4,4,2.0,2500000.0,8
231710050424,2063,4,7,7,7,5500000,1500000,7,200000,5,3,3,2.0,5500000.0,8
231710050438,4879,2,2,5,1,1000000,0,2,50000,4,2,1,2.0,174500.0,2
231710050458,4973,3,5,1,3,1500000,0,1,550000,3,5,2,2.0,215000.0,3
231710050461,1183,4,9,6,8,4587816,3969450,4,0,3,2,2,2.0,2800000.0,8
231710050466,2800,4,2,1,7,2700000,0,3,60000,4,3,2,2.0,250000.0,6
231710050510,2276,4,6,1,4,3500576,0,7,200000,4,3,4,2.0,1196500.0,7
231710050559,4883,2,7,1,2,1700000,0,1,0,3,1,2,2.0,125000.0,2
231710050565,4598,9,2,5,1,1500000,0,3,0,4,1,2,2.0,211000.0,2
231710050571,3834,3,6,9,8,18030000,6943200,8,445000,8,4,4,2.0,6500000.0,8
231710050587,1472,4,7,9,8,1500000,5000000,4,0,3,1,2,2.0,250000.0,7
231710050603,4979,4,1,1,2,2000000,0,1,0,3,2,2,2.0,0.0,2
231710050619,4856,2,2,1,1,1000000,0,1,0,4,1,1,2.0,0.0,1
231710050628,4185,5,2,1,1,500000,0,2,0,1,1,2,2.0,0.0,1
231710050642,4045,9,0,9,6,0,3629000,4,85000,3,2,3,1.0,68000.0,3
231710050655,4862,2,2,2,2,500000,500000,2,100000,3,2,1,2.0,0.0,2
231710050664,4959,4,7,1,1,1000000,0,1,0,4,3,1,2.0,250000.0,2
231710050668,1184,4,3,1,8,5000000,0,5,450000,6,4,4,2.0,1128500.0,8
231710050679,3721,9,9,1,8,5438000,0,5,200000,5,5,3,2.0,300000.0,7
231710050690,1732,7,9,1,6,5808800,0,7,0,7,1,4,2.0,3665500.0,7
231710050699,1474,4,1,5,3,3100000,0,1,280000,4,4,2,2.0,175000.0,4
231710050724,3969,3,9,9,8,10000000,7000000,8,1900000,8,5,4,2.0,3300000.0,8
231710050734,1610,7,2,1,2,2000000,0,1,200000,3,3,1,2.0,182000.0,2
231710050760,1937,4,9,9,8,4370900,4151100,3,1600000,3,5,2,2.0,170000.0,8
231710050791,3967,3,6,5,8,3650000,3892720,5,100000,6,5,3,2.0,2497000.0,8
231710050806,3725,9,1,1,2,2500000,0,1,125000,3,3,2,2.0,18000.0,3
231710050840,3991,9,9,9,8,4707400,4384600,7,300000,6,4,3,2.0,2995000.0,8
231710050868,1972,8,2,1,1,1500000,0,4,0,3,1,1,2.0,100000.0,3
231710050870,2365,10,5,1,5,4000000,0,1,430000,4,4,5,2.0,300000.0,6
231710050889,1368,8,5,1,8,14000000,0,7,100000,4,2,3,2.0,1576500.0,8
231710051073,3421,2,6,1,1,1000000,0,2,0,3,1,2,2.0,0.0,2
231710051078,1256,5,9,1,8,7656500,0,6,450000,6,4,3,2.0,2167500.0,8
231710051089,1370,8,2,2,2,1500000,500000,2,0,3,1,1,2.0,0.0,2
231710051120,2442,6,9,5,1,3000000,0,4,0,3,1,2,2.0,2500.0,4
231710051151,3577,9,3,1,7,4000000,0,1,980000,4,5,2,2.0,500000.0,8
231710051196,2554,7,6,1,8,33145709,0,5,330000,7,4,4,2.0,4300000.0,8
231710051197,2033,4,2,5,4,3500000,1500000,7,0,5,1,2,2.0,300000.0,7
231710051240,4653,2,1,3,1,1000000,500000,3,150000,3,3,1,2.0,0.0,2
231710051257,3571,9,5,3,2,0,1500000,3,980000,3,5,1,2.0,272000.0,5
231710051284,4882,4,2,2,1,600000,600000,2,0,4,2,1,2.0,200000.0,2
231710051312,3114,2,5,7,8,0,3000000,4,1600000,3,5,2,1.0,150000.0,6
231710051351,2372,10,9,5,6,5000000,0,4,100000,3,2,2,2.0,200000.0,7
