id,fakultas,pekerjaan_ayah,pekerjaan_ibu,pendapatan_class,penghasilan_ayah,penghasilan_ibu,kepemilikan_rumah,koreksi_pengeluaran_mhs_iuran_sekolah,kendaraan,listrik,keberadaan_orangtua,pajak,ukt
1715,7,3,1,8,6000000,0,6,350000,5,3,2.0,455000.0,7
2407,8,7,7,5,4000000,1000000,4,120000,4,4,2.0,26000.0,6
1839,7,3,1,3,4000000,0,3,135000,3,4,2.0,250000.0,4
2408,8,6,5,8,15000000,5000000,8,830000,6,5,2.0,1900000.0,8
4311,2,1,8,8,0,2500000,5,135000,3,4,2.0,379300.0,4
1259,8,9,1,7,3769600,0,4,100000,1,2,2.0,0.0,6
1842,7,9,1,6,5000000,0,5,0,4,3,2.0,275000.0,6
3029,1,7,9,8,2000000,5767960,7,0,6,2,2.0,2116300.0,6
4094,7,5,3,3,2000000,1500000,1,90000,4,2,2.0,500000.0,2
2572,2,5,3,2,1000000,1000000,1,80000,3,2,2.0,155100.0,3
2573,2,9,9,8,4126400,3391000,1,133000,3,2,2.0,284600.0,6
4990,6,0,5,1,0,500000,2,70000,1,2,1.0,0.0,1
4630,9,3,1,1,1000000,0,1,75000,1,2,2.0,0.0,1
4096,8,1,1,1,800000,0,4,150000,4,2,2.0,360000.0,2
4096,8,1,1,1,800000,0,4,150000,4,2,2.0,360000.0,2
3888,3,7,9,5,1000000,4875200,4,150000,3,2,2.0,150000.0,6
4329,4,2,1,3,2000000,0,3,125000,4,2,2.0,242900.0,3
2409,8,5,1,8,30000000,0,7,1500000,7,3,2.0,4000000.0,8
2174,10,6,6,8,4559600,3644800,7,150000,6,3,2.0,3125350.0,8
3826,3,5,6,8,2700000,3700000,3,30000,3,2,2.0,225000.0,6
2702,4,5,3,3,1000000,2000000,4,0,3,2,2.0,314.0,3
2833,7,9,9,8,4584600,5501600,7,200000,4,2,2.0,600000.0,6
2502,6,9,9,8,4851900,4020400,5,1740000,4,2,2.0,4350000.0,7
1260,8,0,9,4,0,4200000,1,1140000,4,2,1.0,600000.0,6
1266,8,7,1,6,2500000,0,5,0,4,2,2.0,75000.0,6
1637,8,7,1,8,6500000,0,5,0,3,3,2.0,180000.0,7
3409,2,7,1,6,6000000,0,5,1440000,4,2,2.0,250000.0,6
2412,8,8,1,8,6000000,0,1,175000,7,3,2.0,3250000.0,7
2177,10,9,1,8,9038900,0,4,40000,3,3,2.0,215000.0,7
1853,7,9,9,8,5000000,6000000,6,25000,4,2,2.0,250000.0,6
2103,2,6,6,8,3100000,3100000,1,80000,4,1,2.0,0.0,6
3740,9,3,1,5,5000000,0,8,0,6,4,2.0,1937000.0,7
4536,2,2,1,1,1500000,0,1,0,3,2,2.0,0.0,1
1578,5,7,3,8,6000000,3000000,4,50000,4,3,2.0,1300000.0,8
3087,8,6,6,8,5061327,9489345,7,0,6,3,2.0,2048300.0,8
3660,9,2,1,8,7500000,0,4,450000,3,4,2.0,150000.0,7
4838,8,1,3,1,0,500000,2,0,3,4,1.0,100000.0,2
1277,8,6,6,7,2250000,3000000,4,0,4,2,2.0,2400000.0,7
1236,5,6,1,8,6938500,0,7,25000,3,3,2.0,1700000.0,8
4563,7,5,1,1,2100000,0,1,45000,3,2,2.0,168000.0,1
2020,9,9,9,8,4525200,4054800,7,0,7,4,2.0,2863800.0,8
2978,7,6,1,1,1500000,0,5,0,4,3,2.0,400000.0,3
3932,3,3,1,8,10000000,0,7,30000,7,3,2.0,3700000.0,8
3681,3,2,5,8,6000000,5000000,5,0,6,5,2.0,2850000.0,8
1977,7,5,1,8,20000000,0,7,0,6,4,2.0,2470400.0,8
1391,5,6,1,8,5000000,0,1,550000,3,4,2.0,206000.0,7
3088,8,5,1,3,2068000,0,1,300000,3,5,2.0,300000.0,4
1645,8,8,5,8,5000000,0,8,75000,4,4,2.0,935000.0,7
2108,2,2,6,8,500000,3500000,1,0,3,4,2.0,166000.0,6
3939,3,9,1,4,4500000,0,7,0,6,3,2.0,4500000.0,7
1392,5,6,1,8,7841879,0,8,88500,6,4,2.0,3080000.0,8
2178,10,1,1,6,2500000,0,5,0,4,2,1.0,200000.0,6
1279,8,6,6,8,5646998,3129407,7,0,7,3,2.0,2648000.0,8
1562,7,5,1,8,22000000,0,7,75000,8,4,2.0,6350000.0,8
4548,9,1,1,4,2750000,0,3,0,3,3,2.0,180000.0,3
1580,5,6,9,6,2452300,3455383,7,0,3,3,2.0,2500000.0,7
2185,10,9,9,8,10461845,10000000,8,860000,6,4,2.0,2100000.0,8
1393,5,9,7,8,4436000,500000,4,400000,6,2,2.0,1040000.0,7
3661,9,7,1,1,1800000,0,3,100000,3,1,2.0,150000.0,3
1958,4,2,1,1,1000000,0,4,0,3,1,2.0,250000.0,3
2135,2,7,1,5,5000000,0,3,0,3,2,2.0,1877000.0,6
2422,6,9,1,5,5500000,0,7,0,3,2,2.0,190000.0,6
4667,7,2,1,1,1000000,0,3,20000,3,1,2.0,292000.0,2
1394,5,7,1,7,4000000,0,4,475000,3,2,2.0,235000.0,7
1394,5,7,1,7,4000000,0,4,475000,3,2,2.0,235000.0,7
3139,7,9,7,4,4000000,500000,3,0,6,2,2.0,0.0,5
4619,4,3,1,1,900000,0,3,0,3,1,2.0,0.0,2
1676,8,7,9,8,3000000,4378100,4,300000,3,2,2.0,1849000.0,7
2188,10,7,5,8,3000000,0,3,995000,4,2,2.0,200000.0,7
4553,4,1,1,1,1000000,0,1,30000,3,1,2.0,0.0,1
1979,7,9,9,8,4000000,5000000,5,0,3,3,2.0,919000.0,6
3444,2,2,3,4,3000000,1500000,4,1100000,4,2,2.0,350000.0,5
4201,4,2,2,4,1500000,200000,2,0,4,1,2.0,0.0,3
4915,2,3,1,1,1500000,0,2,0,3,1,2.0,200000.0,2
2142,2,7,1,3,4765800,0,4,550000,4,2,2.0,255000.0,5
2094,4,0,9,6,0,4415300,4,125000,3,3,1.0,200000.0,6
3146,7,6,9,8,4000000,4000000,5,1750000,4,2,2.0,170000.0,7
2189,10,7,9,8,6000000,6000000,5,1200000,6,4,2.0,2620000.0,8
3123,8,0,3,1,0,1500000,3,300000,3,2,1.0,176000.0,3
3706,4,7,7,8,5000000,5000000,6,800000,7,2,2.0,3000000.0,8
3663,9,1,1,1,1900000,0,1,150000,3,2,2.0,130000.0,3
2644,2,6,1,2,3380000,0,3,0,3,2,2.0,200000.0,4
4971,3,1,3,1,0,1000000,1,100000,3,2,2.0,100000.0,2
2649,2,9,9,8,7307300,3437700,7,0,6,1,2.0,3000000.0,7
2423,6,7,1,6,4500000,0,4,800000,3,3,2.0,250000.0,7
1569,7,3,1,1,3000000,0,4,0,6,2,2.0,2660000.0,4
1994,5,9,9,8,6000000,6000000,7,100000,6,3,2.0,1100000.0,8
4169,4,1,1,3,2000000,0,1,275000,3,2,2.0,363000.0,3
1301,8,9,1,8,6178600,0,3,415000,3,2,2.0,250000.0,7
2191,10,7,1,4,2500000,0,5,100000,4,3,2.0,0.0,5
2192,10,6,9,6,3500000,4000000,5,600000,4,3,2.0,250000.0,7
1693,8,9,9,8,7220600,3423900,6,285000,3,2,2.0,250000.0,8
1239,5,0,9,5,0,3975400,4,0,3,2,1.0,0.0,6
1981,7,5,1,8,16000000,0,8,450000,3,4,2.0,3080000.0,8
1305,8,6,1,7,4000000,0,5,300000,3,2,2.0,160000.0,6
1307,8,5,1,8,9800000,0,7,200000,7,3,2.0,2687750.0,8
4911,5,1,1,2,0,1200000,1,100000,1,2,2.0,0.0,1
4545,2,2,1,1,1000000,0,2,0,3,2,2.0,0.0,2
2144,2,6,9,8,0,5147800,7,0,3,3,2.0,2500000.0,6
2231,2,7,1,2,2500000,0,2,0,4,2,2.0,0.0,3
3798,3,1,9,3,0,3729700,5,450000,3,4,2.0,210500.0,3
4349,4,1,5,2,1500000,1220000,1,100000,4,2,2.0,377000.0,2
1861,7,1,9,8,0,6441900,5,300000,6,3,2.0,2330000.0,7
1211,4,9,1,8,4000000,0,4,150,4,3,2.0,125.0,6
2233,2,6,1,8,9800000,0,1,0,3,1,2.0,165000.0,6
1863,7,7,1,8,15000000,0,7,995000,6,4,2.0,1600000.0,8
2869,2,6,9,8,3645200,3483800,7,7400000,4,2,2.0,144500.0,7
4595,9,1,1,2,3000000,0,3,75000,4,2,2.0,160000.0,3
3981,9,6,9,8,8000000,3560000,7,0,6,3,2.0,2050000.0,8
2692,4,7,9,8,4800000,5103900,7,300000,4,3,2.0,4250000.0,8
3972,3,9,5,6,4459100,0,4,100000,4,2,2.0,550000.0,6
2656,4,5,5,3,750000,2900000,3,0,3,2,2.0,198000.0,4
1970,4,6,1,4,4265325,0,3,330000,4,2,2.0,180000.0,5
2575,2,2,1,5,5000000,0,4,400000,3,2,2.0,2750000.0,6
1414,8,5,1,8,3000000,0,1,100,3,2,2.0,234.0,6
3978,3,9,0,8,12945800,0,4,995000,6,4,1.0,1980000.0,8
1180,4,9,9,8,5450500,3945700,4,185000,4,2,2.0,255000.0,8
1180,4,9,9,8,5450500,3945700,4,185000,4,2,2.0,255000.0,8
3984,9,7,9,8,1000000,5000000,4,0,3,2,2.0,250000.0,5
1323,8,2,2,1,750000,750000,1,100000,3,2,2.0,0.0,3
1324,8,2,1,1,1300000,0,2,0,3,2,2.0,147500.0,2
2021,4,9,5,5,4791900,1000000,4,150000,6,2,2.0,2784500.0,7
1581,5,6,9,8,4469476,5450600,7,150000,6,3,2.0,1000000.0,8
3155,7,9,5,8,5040600,2500000,5,0,6,3,2.0,2827000.0,8
1696,8,5,1,8,30000000,0,7,200000,5,4,2.0,5850000.0,8
3160,8,6,1,8,5500000,0,3,450000,4,3,2.0,400000.0,7
2195,10,3,9,8,3000000,4600000,7,450000,7,3,2.0,2200000.0,8
4651,7,7,1,1,1500000,0,1,0,3,2,2.0,180000.0,1
2870,2,9,1,8,12332710,0,7,83000,6,3,2.0,1423000.0,7
2197,10,9,1,5,5000000,0,3,980000,3,2,2.0,200000.0,7
3162,7,6,9,8,4300000,0,7,450000,8,3,1.0,2350000.0,7
1241,5,7,1,8,10000000,0,8,1900000,8,4,2.0,2000000.0,8
3835,3,7,1,1,3400000,0,1,75000,3,3,2.0,115000.0,3
3687,9,5,9,8,6000000,4000000,7,0,7,2,2.0,0.0,7
3091,2,1,1,8,3300000,1500000,4,200000,3,2,2.0,3060000.0,6
2807,2,6,9,8,3000000,6000000,4,500000,3,2,2.0,200000.0,6
3172,8,8,1,8,7000000,0,8,1375000,8,5,2.0,5500000.0,8
4205,5,2,1,1,1000000,0,4,300000,3,1,2.0,0.0,2
4379,8,2,1,1,2000000,0,3,0,3,2,2.0,0.0,2
2826,1,9,9,8,4000000,3240609,7,300000,7,3,2.0,3150000.0,6
1242,5,6,6,8,1500000,4000000,7,110000,6,3,1.0,1431250.0,7
3166,7,9,9,8,5103800,5103800,7,0,4,3,2.0,2200000.0,8
3983,3,6,1,8,9772409,0,7,250000,6,3,2.0,2000000.0,8
1697,8,7,5,7,0,4000000,5,500000,3,3,2.0,220000.0,6
2762,4,1,1,2,2000000,0,2,75000,1,2,2.0,0.0,3
4953,4,6,1,6,2500000,0,5,450000,1,3,2.0,0.0,4
4546,2,2,1,3,700000,0,3,0,3,1,2.0,2000000.0,2
1404,5,9,9,8,5830200,5900000,8,450000,6,5,2.0,2552750.0,8
3170,7,6,9,8,8000000,4000000,6,0,4,3,2.0,653000.0,7
3546,9,5,1,1,700000,0,3,0,3,3,2.0,200000.0,3
1583,5,9,1,8,4108000,0,1,450000,6,4,2.0,1300000.0,7
2658,2,2,2,3,1000000,1000000,3,150000,4,2,2.0,0.0,3
2658,2,2,2,3,1000000,1000000,3,150000,4,2,2.0,0.0,3
3171,7,1,1,5,5000000,0,8,450000,6,3,2.0,400000.0,6
1421,8,2,1,1,1000000,0,2,0,3,2,2.0,200.0,2
3242,8,3,1,8,10000000,0,7,209000,7,3,2.0,2400000.0,8
4504,7,6,6,3,1700000,1900000,1,200000,3,2,2.0,250000.0,3
2872,2,9,9,8,4871700,4068000,7,0,4,3,2.0,3087500.0,6
1579,7,6,9,8,3500000,4286300,5,100000,4,3,2.0,150000.0,6
1864,7,9,9,8,3312500,4955900,4,200000,3,3,2.0,245000.0,6
4518,2,2,5,1,1000000,0,2,0,4,2,2.0,190000.0,2
1405,5,0,6,8,0,3200000,5,425000,3,3,1.0,3600000.0,7
1865,7,1,1,2,2500000,0,3,1150000,3,2,2.0,250000.0,4
2067,4,6,1,5,4085900,0,2,170000,1,1,2.0,0.0,6
2237,2,1,1,4,2500000,0,1,330000,3,1,2.0,188500.0,5
3996,9,2,1,4,5000000,0,4,250000,4,2,2.0,0.0,5
1407,5,9,9,8,16280501,6059700,8,450000,6,2,2.0,2035500.0,8
2506,6,9,9,8,5400000,3200000,3,300000,3,2,2.0,1500000.0,7
1424,8,1,1,8,4700000,0,4,200000,3,1,2.0,150000.0,6
1243,5,9,1,8,19022402,0,1,1750000,4,3,2.0,400000.0,8
4954,4,1,1,1,0,1500000,1,0,3,2,2.0,200000.0,1
2659,2,0,9,8,0,4376100,5,0,3,2,1.0,209000.0,6
4326,2,6,1,1,1500000,0,2,300000,1,1,2.0,0.0,1
2238,2,7,1,5,4000000,0,5,0,3,3,2.0,1100000.0,6
3216,2,6,7,8,6000000,3000000,3,150000,4,3,2.0,944000.0,6
2201,10,0,3,3,0,1500000,1,250000,1,3,1.0,0.0,3
2201,10,0,3,3,0,1500000,1,250000,1,3,1.0,0.0,3
2578,2,9,1,6,6072000,0,5,0,3,2,2.0,3050000.0,6
2873,2,6,3,6,0,6000000,5,330000,6,3,2.0,1320000.0,6
3686,3,0,6,3,0,1500000,4,300000,3,2,1.0,185000.0,3
2429,6,9,1,1,1765900,0,3,0,3,2,2.0,218000.0,3
2203,10,9,9,8,7205700,3861000,4,450000,6,3,2.0,2002000.0,8
4627,7,1,1,1,1000000,0,1,0,3,2,2.0,0.0,2
1223,4,2,1,5,3000000,0,3,350000,3,2,2.0,74000.0,6
3246,8,1,6,4,0,2500000,6,200000,3,3,2.0,149000.0,5
3679,10,9,1,8,4474000,0,4,520000,3,3,2.0,1550000.0,7
1334,8,1,6,2,0,2000000,1,0,3,3,2.0,150000.0,3
2204,10,9,1,8,10000000,0,7,150000,6,3,2.0,2500000.0,8
1336,8,7,1,8,3000000,0,5,0,4,2,2.0,312000.0,6
4555,2,5,1,3,3256447,0,1,0,4,2,2.0,400000.0,2
4239,8,1,1,2,2500000,0,3,220000,3,2,2.0,216500.0,2
3997,9,5,1,1,2000000,0,3,325000,3,3,2.0,200000.0,3
1217,4,2,2,1,1000000,500000,3,60000,4,2,2.0,0.0,3
3547,9,1,1,2,2000000,0,1,235000,3,1,2.0,250000.0,3
4303,4,2,1,1,1000000,0,3,0,3,2,2.0,0.0,2
2093,4,9,1,1,1686600,0,1,50000,3,1,2.0,185000.0,2
4269,8,1,8,1,0,500000,1,30000,4,4,2.0,336000.0,2
4186,2,2,1,1,800000,0,2,0,3,3,2.0,187000.0,2
2206,10,5,5,8,9000000,11000000,8,1900000,6,5,2.0,1500000.0,8
4932,2,2,1,1,1000000,0,2,0,3,1,2.0,200000.0,2
2875,2,3,3,3,1500000,500000,3,60000,3,1,2.0,0.0,3
3993,3,1,1,1,1800000,0,3,200000,3,2,2.0,180000.0,3
2080,4,1,1,2,2250000,0,3,80000,4,2,2.0,230000.0,4
2207,10,9,1,6,4909600,0,3,450000,6,2,2.0,1400000.0,7
4592,2,2,5,1,1000000,0,2,0,3,1,2.0,95000.0,2
3092,2,5,9,8,500000,3741800,5,500000,3,2,2.0,150000.0,6
2801,4,6,1,5,4230300,0,3,25000,1,1,2.0,0.0,6
3449,2,2,1,2,2000000,0,2,0,3,3,2.0,0.0,3
4332,9,0,9,3,0,3982600,2,0,1,1,1.0,0.0,3
4332,9,0,9,3,0,3982600,2,0,1,1,1.0,0.0,3
4332,9,0,9,3,0,3982600,2,0,1,1,1.0,0.0,3
4332,9,0,9,3,0,3982600,2,0,1,1,1.0,0.0,3
4332,9,0,9,3,0,3982600,2,0,1,1,1.0,0.0,3
4332,9,0,9,3,0,3982600,2,0,1,1,1.0,0.0,3
1991,7,6,1,8,20000000,0,7,400000,4,4,2.0,3200000.0,8
4930,4,1,1,1,1000000,0,3,0,3,1,2.0,213500.0,2
3413,2,7,1,1,2000000,0,2,0,3,2,2.0,300000.0,4
3413,2,7,1,1,2000000,0,2,0,3,2,2.0,300000.0,4
2216,10,9,9,8,6395800,5200000,7,2000000,7,4,2.0,5550000.0,8
4216,4,5,1,4,3700000,500000,5,0,3,2,2.0,0.0,4
1897,4,9,9,8,5116800,4020400,3,0,3,2,2.0,3500000.0,8
2217,10,9,9,8,5000000,5000000,6,250000,4,3,2.0,1200000.0,8
4388,8,1,1,2,2500000,0,2,0,3,3,2.0,0.0,2
4223,5,7,1,1,1500000,0,7,0,3,1,2.0,150000.0,3
4597,2,1,5,1,0,1000000,3,100000,2,1,1.0,0.0,2
4991,6,2,1,1,1000000,0,2,0,3,2,2.0,190000.0,2
3857,3,5,9,8,3000000,9000000,1,0,4,2,2.0,500000.0,6
1337,8,7,1,5,4000000,0,5,450000,7,4,2.0,2300000.0,7
2218,10,2,8,8,3500000,2500000,5,0,3,2,2.0,950000.0,7
1757,8,7,7,8,3000000,3000000,7,450000,7,4,2.0,2300000.0,8
2663,2,2,1,5,4000000,0,5,500000,6,2,2.0,1758000.0,6
4652,7,1,1,1,1000000,600000,2,0,3,1,2.0,0.0,2
3289,2,6,3,1,0,2000000,4,200000,3,2,2.0,120000.0,4
4748,4,7,1,1,1500000,0,1,150000,3,3,2.0,1500000.0,2
2219,10,7,1,6,5000000,0,6,500000,6,4,2.0,2000000.0,7
1340,8,1,1,1,1500000,0,4,0,3,3,2.0,0.0,3
1350,8,1,1,3,1000000,1800000,1,75000,3,1,2.0,250000.0,3
1244,5,9,6,8,10000000,0,7,500000,8,3,2.0,2200000.0,8
3998,9,1,1,2,2000000,0,5,50000,3,2,2.0,160000.0,3
2831,1,5,1,8,12000000,0,8,1000000,7,5,2.0,2500000.0,7
1475,4,5,9,7,1500000,3700000,1,0,3,2,2.0,0.0,6
2581,2,7,1,8,10000000,0,4,0,4,2,2.0,2300000.0,6
2044,9,1,1,5,5900000,0,1,0,3,3,2.0,150000.0,6
2223,10,9,9,8,8008100,3400000,8,550000,8,5,2.0,3700000.0,8
2224,10,9,9,8,5100000,3100000,7,283500,7,3,2.0,2730000.0,8
2667,4,1,1,2,3000000,0,5,0,4,2,2.0,300000.0,4
3233,1,9,9,8,6000000,4000000,7,110000,7,3,2.0,4353000.0,7
1723,7,6,5,8,8000000,7500000,8,435500,8,4,2.0,3007000.0,8
2989,7,1,1,1,2000000,0,6,85000,3,2,2.0,225000.0,3
2430,6,6,9,8,3200000,4708000,1,85000,6,4,2.0,1795750.0,7
3094,2,0,9,7,0,4000000,7,110000,3,2,1.0,200000.0,6
3994,3,6,1,8,14356000,0,1,450000,7,3,2.0,3235750.0,8
3097,2,7,3,8,7000000,1000000,4,80000,4,2,2.0,3500000.0,6
1408,5,1,1,2,1500000,0,2,50000,3,3,2.0,198000.0,3
2228,10,9,6,8,4942100,4000000,5,445000,8,3,2.0,5000000.0,8
3690,9,9,1,8,5000000,0,3,150000,6,5,2.0,2116000.0,7
3391,8,1,1,3,2000000,0,1,350000,4,2,2.0,270000.0,4
4159,4,2,1,3,2000000,0,2,125000,3,1,2.0,112000.0,3
2229,10,1,1,5,3000000,0,1,230000,3,2,2.0,267000.0,6
1351,8,9,1,8,6891800,0,5,0,3,2,2.0,3300000.0,8
3177,7,7,1,6,5000000,0,5,275000,3,3,2.0,100000.0,6
2230,10,6,1,8,13000000,0,6,0,3,4,2.0,250000.0,8
1724,7,6,5,2,0,3100000,5,70000,4,2,2.0,180000.0,3
1410,5,1,1,5,3850000,0,3,75000,3,2,2.0,45000.0,6
2295,10,9,1,8,5000000,0,7,445000,6,3,2.0,1800000.0,8
3700,9,1,5,4,3000000,1231000,2,350000,3,2,2.0,167000.0,5
1867,7,7,5,7,2000000,5000000,1,1500000,7,5,2.0,2726000.0,7
1459,4,9,9,8,5600900,5287200,5,0,6,3,2.0,2900000.0,8
4957,3,1,1,7,4000000,0,4,200000,5,2,2.0,150000.0,4
3992,3,7,1,4,3500000,0,5,60000,3,1,2.0,850000.0,5
2240,2,3,9,5,1500000,3616500,4,200000,3,2,2.0,180000.0,6
2836,1,9,9,8,5834600,5579800,7,450000,6,5,2.0,2731500.0,7
3574,9,7,1,2,3000000,0,3,400000,3,2,2.0,250000.0,4
1907,4,9,9,8,5500000,4500000,5,1500000,6,2,2.0,3635000.0,8
3178,7,9,9,8,4759000,4970700,5,250000,6,2,2.0,2092000.0,7
2301,10,7,1,8,8000000,0,7,700000,6,4,2.0,2550000.0,8
1592,7,3,1,8,5000000,0,7,0,4,1,2.0,400000.0,6
4104,2,7,1,2,2500000,0,6,0,3,3,2.0,197000.0,3
4956,4,1,1,2,1000000,0,1,225000,4,2,2.0,0.0,2
4273,2,1,1,1,1000000,0,2,0,3,1,2.0,200000.0,2
2302,10,6,1,5,5067373,0,5,0,3,3,2.0,205000.0,6
3999,9,9,7,4,1500000,1000000,2,0,1,2,2.0,0.0,3
4918,5,6,5,2,3500000,500000,1,450000,3,2,2.0,200000.0,3
1862,8,9,1,6,5000000,0,3,75000,4,1,2.0,150000.0,6
3860,3,9,1,8,5500000,0,7,1700000,3,2,2.0,2310000.0,8
