no_test,fakultas,pekerjaan_ayah,pekerjaan_ibu,penghasilan_ayah,penghasilan_ibu,jumlah_tanggungan,total_pendapatan,pendapatan_class,kepemilikan_rumah,kendaraan,sekolah,listrik,penghasilan,pajak_mobil,pajak_motor,ukt
231710021181,8,5,7,5000000,500000,6,8,4,4,4,300000,4,4,1500000.0,300000,8
231710111141,7,1,10,0,3500000,3,8,6,1,1,995000,1,6,0.0,0,4
231710120124,7,11,1,3000000,0,4,8,3,4,3,450000,3,3,0.0,200000,4
231710121123,7,5,5,6000000,4000000,5,8,8,5,3,500000,4,8,3000000.0,300000,7
231710030191,5,5,1,7500000,0,7,8,5,4,3,330000,3,5,0.0,0,8
231710121248,7,13,5,0,4134400,3,8,7,5,3,250000,2,7,0.0,284000,6
231710030272,5,9,1,1500000,0,2,8,3,1,1,0,1,3,0.0,0,3
231710030331,5,9,1,2600000,0,3,8,4,3,3,577500,2,4,0.0,190000,6
231710140262,7,6,5,3900000,12474208,7,8,8,7,6,450000,4,8,2222750.0,281000,8
231710030343,5,11,14,3000000,0,4,8,3,5,3,100000,2,3,1400000.0,148000,7
231710141210,7,12,12,3935500,3787400,3,8,8,7,6,400000,2,8,700000.0,0,7
231710030433,5,5,1,5132800,0,4,8,7,4,3,0,2,7,0.0,288000,7
231710030548,5,6,1,12128790,0,3,8,8,7,3,995000,3,8,0.0,244500,8
231710040069,5,5,1,12607550,0,7,8,8,7,6,500000,3,8,3000000.0,300000,8
231710040317,5,9,1,1500000,0,4,8,1,5,3,200000,2,1,0.0,210000,6
231710041392,5,14,6,7756000,4600000,4,8,8,5,3,0,2,8,3450000.0,358500,8
231710150174,7,6,1,47664175,0,4,8,8,7,5,300000,4,8,2415000.0,675000,8
231710050049,5,3,1,2500000,0,2,8,6,4,3,0,3,6,0.0,0,7
231710060332,5,13,9,0,1000000,2,5,2,1,3,450000,3,2,0.0,354000,6
231710150745,7,5,1,12600000,0,5,8,8,7,8,550000,5,8,3323250.0,342000,8
231710151144,7,6,1,80000000,0,3,8,8,8,8,3900000,4,8,2000000.0,395000,8
231710151265,7,13,5,0,3775400,2,8,8,7,6,300000,3,8,0.0,800000,6
231710160092,7,13,12,0,1484300,2,8,3,4,3,300000,2,3,0.0,149000,2
231710021063,8,3,1,1000000,0,3,5,1,3,3,300000,1,1,0.0,135000,5
231710060576,5,5,10,24156300,20000000,4,8,8,8,7,450000,5,8,1500000.0,215000,8
231710021197,8,5,12,5000000,4000000,3,8,8,7,3,7000,3,8,0.0,180000,8
231710060962,5,5,1,5788618,0,5,8,6,7,3,200000,2,5,0.0,250000,7
231710070311,5,5,1,6290505,0,4,8,8,8,4,330000,3,8,0.0,400000,8
231710080318,5,11,5,500000,3900000,5,8,4,7,4,75000,3,4,0.0,400000,7
233410180638,3,13,7,0,500000,3,2,1,8,3,100000,4,1,0.0,160000,3
231710080750,5,12,1,5247533,0,4,8,7,3,4,0,2,7,0.0,383500,7
231710080956,5,10,1,10000000,0,6,8,8,7,8,450000,3,8,4651000.0,82000,8
231710080988,5,6,14,7000000,2946800,7,8,8,7,6,200000,4,8,2000000.0,300000,8
231710081434,5,14,14,2500000,1500000,4,8,5,1,3,450000,3,5,0.0,200000,6
231710090368,5,9,5,6000000,5800700,2,8,8,6,4,450000,4,8,3500000.0,200000,8
231710161212,7,5,1,3975000,0,4,8,5,1,6,1200000,1,5,1500000.0,300000,4
231710090505,5,14,14,12231788,8481300,6,8,8,6,6,450000,4,8,2800000.0,220000,8
231710180034,7,5,1,6504100,0,5,8,7,7,7,450000,3,7,3500000.0,200000,8
231710090690,5,5,1,5246100,0,5,8,5,4,3,150000,4,5,1800000.0,120000,8
231710100836,5,9,1,2500000,0,3,8,4,3,3,540000,3,4,0.0,178000,7
231710101071,5,5,1,7500000,0,5,8,8,7,3,400000,3,8,0.0,529000,8
231710220033,7,6,5,4000000,5000000,3,8,8,1,6,300000,3,8,1000000.0,350000,6
231710060643,8,9,1,2832801,0,4,8,3,4,4,0,2,1,0.0,1000000,4
233210120276,7,5,5,23804219,30345242,4,8,8,8,7,1445000,4,8,3000000.0,630000,8
231710110114,5,3,3,1000000,0,4,5,1,2,3,0,1,1,0.0,0,3
231710121274,5,7,1,8000000,0,3,8,8,5,4,250000,2,8,0.0,258000,8
233240170347,7,5,6,7517100,1050000,3,8,8,1,8,0,5,8,6000000.0,350000,6
231710130254,5,9,1,8000000,0,4,8,8,7,6,840000,3,8,2100000.0,0,8
231710130817,5,1,6,0,2500000,4,8,2,7,7,450000,3,2,2500000.0,0,8
231220021238,7,5,5,4849800,3767100,4,8,8,4,6,450000,2,8,2245100.0,0,7
231710131273,5,11,1,1500000,0,3,8,2,1,3,100000,3,2,0.0,135500,3
231710140103,5,5,1,5456900,0,2,8,8,8,7,500000,3,8,1500000.0,240000,8
231710160113,5,6,1,9800000,0,5,8,8,7,3,0,4,8,0.0,280000,8
231331120088,7,5,1,8339498,0,4,8,8,5,4,0,3,8,0.0,180000,6
231710170120,5,6,6,7548873,2246216,3,8,8,7,7,500000,4,8,2000000.0,200000,8
231710180084,5,6,1,7760000,0,4,8,8,4,4,0,1,8,0.0,400000,7
231710180809,5,7,1,4000000,0,4,8,5,1,4,150000,3,5,0.0,250000,6
231710200130,5,12,5,3644800,5717000,1,8,8,3,6,0,3,8,2191250.0,182000,8
231710130814,10,12,5,3300000,4745000,3,8,8,7,6,500000,3,8,1300000.0,346000,5
231710200852,5,7,1,5000000,0,4,8,6,2,4,450000,3,6,0.0,460000,7
231710220237,5,9,1,27000000,0,5,8,8,8,8,1300000,5,8,20000000.0,300000,8
231710230148,5,11,1,2000000,0,5,8,1,3,3,450000,3,1,0.0,100000,6
231710240779,5,11,1,3000000,0,3,8,5,3,3,0,2,5,0.0,200000,6
231810010109,5,6,9,10000000,5000000,3,8,8,7,7,600000,3,8,3700000.0,300000,8
231810030185,5,9,1,4500000,0,5,8,4,2,4,850000,2,4,0.0,150000,6
231810070164,5,9,5,4000000,7500000,5,8,8,5,3,70000,4,8,0.0,200000,8
231410061029,7,5,5,5000000,4000000,5,8,8,7,3,100000,2,8,1500000.0,173000,6
231510150254,7,6,5,2815000,5046500,2,8,8,1,4,320000,2,8,0.0,500000,5
231510190361,7,12,1,4000000,0,2,8,8,5,3,0,3,8,0.0,218000,5
231510200258,7,7,1,7000000,0,4,8,8,7,6,10000,4,8,1353000.0,300000,7
233210240174,7,6,1,12000000,0,5,8,8,5,5,800000,3,8,0.0,1097800,7
231210070513,7,11,1,2300000,0,6,8,1,1,3,280000,1,1,0.0,0,2
231710040174,4,5,5,4784200,3700000,4,8,8,7,4,700000,4,8,2200000.0,1600000,8
231910120449,4,5,5,5360000,3483000,6,8,8,3,6,100000,1,7,1800000.0,300000,7
231710190857,4,5,5,3000000,3000000,6,8,5,2,3,50000,1,5,0.0,220000,7
231210090786,7,9,3,5000000,0,8,8,2,4,3,38000,3,2,0.0,353000,3
231710100226,4,9,1,1000000,0,4,5,1,2,3,130000,2,1,0.0,179000,2
231710050381,4,9,5,1500000,4000000,3,8,8,4,6,0,2,8,1500000.0,170000,8
231331100167,7,7,1,4000000,0,5,8,3,3,3,135000,4,3,0.0,250000,4
231710040701,4,5,5,5000000,4000000,5,8,8,4,3,0,2,8,0.0,175000,8
231710041328,4,11,14,2000000,3800000,5,8,6,4,3,150000,1,6,0.0,200000,7
231410040480,7,5,1,5000000,0,4,8,6,5,4,0,3,6,0.0,275000,6
231710050193,4,9,1,5000000,0,5,8,5,4,4,150000,3,5,750000.0,150000,7
231710061224,4,6,1,41158346,0,4,8,8,8,8,1400000,5,8,8000000.0,2281000,8
231710131132,4,5,5,4618900,3900000,2,8,8,7,7,275000,2,8,2500000.0,250000,8
231710160767,4,11,1,2000000,0,4,8,2,2,3,75000,1,2,0.0,254000,2
231410060951,7,9,1,2800000,0,5,8,2,1,3,700000,2,2,0.0,200000,3
231710260261,4,3,1,3500000,0,1,8,8,3,4,0,2,8,0.0,500000,6
231430130167,7,5,1,4587816,0,5,8,4,5,3,0,2,4,0.0,250000,4
231710250847,4,11,1,1200000,0,3,6,1,1,1,0,1,6,0.0,0,2
231710130227,4,5,14,4140800,0,1,8,8,5,3,0,1,8,0.0,150000,8
231430150221,7,3,12,300000,4500000,4,8,6,4,3,85000,2,6,0.0,80000,3
231510040279,7,5,5,5000000,6000000,6,8,8,6,4,25000,2,8,0.0,250000,6
231510100040,7,13,7,0,1500000,2,8,3,3,3,0,2,3,1675900.0,167000,3
231510100408,7,12,1,6196376,0,4,8,8,7,6,75000,3,8,2030000.0,231500,6
231510120035,7,11,1,3900000,0,3,8,7,5,3,320000,4,7,200000.0,300000,4
231510210402,7,5,5,9100000,8560000,4,8,8,7,6,0,2,8,1970000.0,770000,6
231610030020,7,3,14,2500000,500,2,8,7,3,3,23,2,7,0.0,90,4
231610180407,7,7,1,2000000,0,2,8,5,5,3,250000,3,5,0.0,187500,4
231610190155,7,5,1,5919100,0,4,8,8,1,4,145000,2,8,0.0,225000,5
231710010433,7,1,5,0,6441900,2,8,8,5,6,300000,3,8,1800000.0,530000,7
231710030158,8,5,1,5000000,0,4,8,6,3,4,75000,1,6,0.0,150000,6
231710010463,7,9,1,15000000,0,3,8,8,7,6,995000,4,8,1600000.0,0,8
231710011270,7,5,5,3312500,4955900,4,8,8,4,3,200000,3,8,0.0,245000,6
231710011311,7,11,1,2500000,0,5,8,2,3,3,1150000,2,2,0.0,250000,4
231710020897,7,14,1,5979206,0,4,8,8,5,4,150000,3,8,0.0,300000,6
231710021341,7,9,14,2000000,5000000,5,8,7,1,7,1500000,5,7,2726000.0,0,7
231710031272,7,9,1,4000000,0,3,8,7,4,6,995000,4,7,1800000.0,0,7
231710040916,7,14,1,7500000,0,5,8,8,7,3,995000,5,8,3000000.0,100000,8
231710050199,7,5,13,4250000,0,1,8,8,4,3,500000,2,8,0.0,300000,6
231710051090,7,6,1,3790000,0,2,8,8,7,4,100000,2,8,0.0,250000,6
231710030441,8,13,5,1114000,4254800,5,8,5,7,3,70000,3,5,1733750.0,0,6
231710070238,7,9,1,3500000,0,3,8,6,6,3,480000,2,6,0.0,300000,6
231710070970,7,9,1,18500000,0,6,8,8,8,8,200000,4,8,5000000.0,590000,8
231710080251,7,11,1,2500000,0,2,8,6,1,4,545000,3,6,0.0,150000,5
231710080948,7,9,1,7500000,0,2,8,8,1,3,995000,4,8,0.0,179000,6
231710081322,7,1,5,0,5600900,4,8,8,5,5,500000,1,8,1200000.0,750000,6
231710090243,7,11,1,4000000,0,3,8,7,1,4,550000,2,7,0.0,350000,4
231710090599,7,14,1,17300000,0,6,8,8,7,7,450000,3,8,3500000.0,1200000,8
231710100341,7,6,1,4000000,0,6,8,3,3,4,280000,3,3,0.0,252000,3
231710100496,7,5,5,3514791,7000000,3,8,8,7,6,100000,3,8,3500000.0,300000,7
231710111162,7,9,1,7000000,0,5,8,7,3,4,995000,3,7,0.0,182000,7
231710111198,7,10,1,2000000,0,4,8,2,1,3,0,2,2,0.0,250000,2
231710111202,7,6,1,3350400,0,4,8,4,4,3,500000,3,4,0.0,200000,5
231910100115,5,1,14,2500000,1750000,6,8,3,3,4,0,2,1,0.0,212000,4
231910180555,5,6,1,8091000,0,5,8,8,1,3,475000,3,5,0.0,189000,8
233210180225,5,10,10,15000000,15000000,3,8,8,8,7,0,4,8,4000000.0,300000,8
233230210451,5,5,5,21709500,15000000,3,8,8,8,8,0,4,8,10500000.0,400000,8
233240110672,5,11,14,1000000,3851500,4,8,6,1,3,0,1,6,0.0,355000,6
233240210003,5,6,12,12812500,0,2,8,8,8,3,1150000,3,8,0.0,248500,8
233530220826,5,6,1,14805000,0,5,8,8,7,6,2010000,3,8,2450000.0,98000,8
233630020238,5,6,1,24858000,0,4,8,8,3,3,0,3,8,1400000.0,250000,8
231710040885,4,11,5,300000,4640000,5,8,5,4,4,150000,2,5,750000.0,700000,7
231810040125,4,9,1,5000000,0,3,8,8,3,4,55000,2,8,800000.0,140000,7
231710020699,4,5,5,5116800,4020400,5,8,8,3,3,0,2,8,3000000.0,500000,8
231710030919,8,9,1,1500000,0,5,8,1,2,3,100000,2,2,0.0,70000,3
231710030967,8,1,5,0,5052300,4,8,7,3,3,100000,3,8,0.0,197000,6
231710030988,8,9,13,7000000,0,4,8,8,5,3,405000,4,8,0.0,180000,7
231710120815,7,6,1,37955880,0,5,8,8,8,8,450000,5,8,4000500.0,150000,8
231710031015,8,3,1,2000000,0,4,8,2,1,3,0,2,2,0.0,150000,2
231710040048,8,5,14,5000000,4000000,2,8,8,7,3,1400000,4,8,5500000.0,800000,8
231710140843,7,11,1,2500000,0,5,8,2,1,1,500000,3,2,0.0,0,3
231710021094,4,5,13,6661040,0,7,8,5,2,4,150000,4,5,0.0,215000,8
231710170002,7,7,1,2500000,0,4,8,2,1,3,200000,2,2,0.0,350000,2
231710021465,4,5,5,5500000,4500000,3,8,8,5,6,1500000,2,8,3500000.0,135000,8
231710030252,4,3,1,1500000,0,4,8,1,2,3,0,2,1,0.0,300000,3
231710170255,7,6,1,7000000,0,6,8,6,4,3,400000,3,6,0.0,200000,5
231710071325,4,9,1,10000000,0,6,8,8,7,6,300000,3,8,1000000.0,200000,8
231710100563,4,5,5,5031200,4423600,1,8,8,5,6,110000,3,8,700000.0,65000,8
231710120242,4,6,1,4459796,0,5,8,4,1,3,550000,3,4,0.0,152000,8
231710081316,4,3,1,2000000,0,3,8,3,1,3,230000,3,3,0.0,200000,3
231710200096,7,5,1,1515000,0,3,8,2,5,1,170000,3,2,0.0,0,4
231710170787,4,5,1,4456300,0,3,8,8,4,3,0,1,8,0.0,190000,7
231710220249,7,14,5,500000,4849800,5,8,5,6,3,0,3,5,0.0,214500,4
231710150117,4,11,6,4500000,4200000,3,8,8,4,7,0,2,8,2127500.0,0,8
231710100976,4,6,1,6121100,0,4,8,8,8,4,175000,4,8,0.0,320000,8
231810020159,4,5,1,4456300,0,4,8,6,4,4,55000,2,6,0.0,179000,7
231710250263,7,11,1,3000000,0,5,8,2,1,3,0,3,2,0.0,200000,2
231810020033,4,5,1,5174700,0,2,8,8,7,4,55000,2,8,2000000.0,231000,8
231710200851,4,12,12,3527200,3645200,2,8,8,5,3,700000,2,8,0.0,240000,8
231710210169,4,11,14,2500000,2699500,3,8,8,5,3,100000,3,8,0.0,270000,6
231810080035,7,14,1,3000000,0,4,8,3,3,4,60000,2,3,0.0,216400,3
231710240006,4,13,3,0,1500000,4,8,1,3,4,0,2,1,0.0,300000,2
231710070164,4,11,5,1000000,3434000,3,8,8,4,4,0,1,8,0.0,174000,7
231710111155,4,9,5,2000000,3446390,3,8,8,5,4,450000,3,8,0.0,155000,8
231810090188,7,10,1,4000000,0,4,8,5,4,4,70000,2,5,0.0,220000,4
231710040322,8,6,1,7000000,0,3,8,8,5,3,0,2,8,3000000.0,300000,7
231710210028,4,3,3,1000000,0,4,5,1,4,3,0,4,1,0.0,0,3
231710070868,4,5,14,4618900,2500000,5,8,8,8,6,0,2,8,2300000.0,250000,8
231710030720,4,3,1,1800000,0,4,8,1,3,3,41000,2,1,0.0,0,3
231810150159,7,6,14,2708000,3670000,1,8,8,5,6,60000,3,8,1500000.0,180000,7
231710080295,4,6,1,6323855,0,5,8,7,3,3,0,1,7,0.0,116000,3
231710070560,4,7,1,2500000,0,6,8,1,4,4,150000,2,1,0.0,400000,4
231710050082,8,5,1,6222300,0,4,8,8,1,6,275000,2,8,2000000.0,230000,7
231710050760,4,5,5,4370900,4151100,2,8,8,3,3,1600000,2,8,0.0,170000,8
231910110413,7,12,1,2000000,0,4,8,2,4,3,500000,3,2,0.0,100000,4
231710060229,4,12,5,3000000,4000000,1,8,8,7,6,110000,2,8,2300000.0,210500,8
231710040894,4,11,1,2000000,0,2,8,5,3,3,100000,2,5,0.0,250000,3
231710041177,4,11,1,2500000,0,4,8,2,7,3,330000,3,2,0.0,100000,7
231710051282,4,14,14,1800000,328000,4,8,2,4,3,275000,2,2,0.0,150000,4
231710041286,4,3,1,1000000,0,4,5,1,2,4,105000,1,1,0.0,0,2
231210071082,4,9,1,2500000,0,6,8,1,2,1,275000,2,1,0.0,0,2
231710190037,4,11,1,1000000,0,1,5,5,7,1,100000,1,5,0.0,200000,4
231920060089,7,5,5,6753760,3700000,4,8,8,5,6,300000,3,8,2726000.0,209000,7
231710010804,4,9,1,3000000,0,4,8,3,4,4,800000,4,3,0.0,175000,8
231710070231,4,5,1,2750000,0,3,8,4,5,1,0,2,4,0.0,50000,4
231710140116,4,6,1,3714710,0,4,8,4,6,3,100000,3,4,0.0,130000,5
231810040003,4,11,1,1500000,0,2,8,3,1,3,50000,2,3,0.0,170000,2
231710040711,4,3,1,4500000,0,3,8,8,5,3,50000,3,8,0.0,250000,8
231810050106,4,5,1,8500000,0,5,8,8,5,4,60000,3,8,0.0,400000,8
231710030283,4,6,1,2500000,0,3,8,4,7,3,0,3,4,0.0,200000,7
231710050108,8,10,1,4000000,0,3,8,7,3,4,30000,1,7,0.0,200000,6
231710060592,4,1,5,0,2229032,4,8,2,4,3,75000,3,2,0.0,150000,4
233111230868,7,12,1,3409709,0,4,8,4,6,3,650000,3,8,0.0,300000,6
231710160070,4,14,14,1500000,600000,4,8,2,3,3,0,2,2,0.0,227000,3
231610030320,4,3,1,1000000,0,4,5,1,4,3,0,1,1,0.0,250000,3
231710081255,4,5,14,5000000,3096000,3,8,8,4,4,700000,3,8,0.0,500000,8
231710101290,4,6,1,4502569,0,5,8,4,3,3,175000,2,4,0.0,175000,6
233210030283,7,5,1,34000000,0,3,8,8,8,6,0,5,8,1300000.0,153000,8
233230070210,7,9,1,2000000,0,3,8,3,1,4,0,4,3,0.0,500000,2
233240080643,7,5,1,34400000,0,5,8,8,7,6,0,4,8,2500000.0,250000,8
233350270058,7,9,1,5000000,0,4,8,6,8,3,0,3,8,0.0,550000,6
233410210381,7,11,6,3000000,3000000,5,8,6,4,3,375000,3,6,0.0,400000,4
231710200830,4,7,1,3000000,0,5,8,2,1,3,150000,1,2,0.0,270000,3
231710030711,4,11,1,5215301,0,4,8,7,4,4,0,3,7,0.0,500000,7
231710080827,4,9,1,4000000,0,5,8,3,4,4,0,1,3,3900000.0,300000,7
231220071150,7,3,1,2000000,0,6,8,1,2,3,245000,2,1,0.0,427000,2
231710010556,4,6,1,4265325,0,5,8,4,3,4,330000,2,4,0.0,180000,5
231710220854,7,6,1,7000000,0,3,8,8,7,6,450000,3,8,0.0,300000,8
231710050868,8,3,1,1500000,0,5,8,1,4,3,0,1,1,0.0,100000,3
231710030346,4,11,1,1500000,0,4,8,1,5,4,200000,2,1,0.0,370000,4
231710080443,4,3,1,1500000,0,4,8,1,3,5,100000,2,1,0.0,4500000,4
231710050645,4,11,1,2500000,0,5,8,2,1,4,150000,2,2,0.0,250000,3
231710060757,4,3,14,2000000,1500000,3,8,6,4,3,0,1,6,0.0,35000,7
231510120105,7,14,1,20000000,0,4,8,8,7,6,0,4,8,2033000.0,437400,8
231610050012,7,13,12,0,4217000,4,8,5,7,3,0,1,5,0.0,100000,4
231610110302,7,5,5,4000000,5000000,5,8,8,5,3,0,3,8,750000.0,169000,6
231710010281,7,6,1,3000000,0,5,8,2,4,3,200000,3,2,0.0,130000,3
231710010306,7,14,1,16000000,0,6,8,8,8,3,450000,4,8,2800000.0,280000,8
231710011277,7,6,1,6185584,0,5,8,6,3,3,1200000,3,6,0.0,143000,5
231710020283,7,5,1,4200000,0,3,8,7,1,3,450000,3,7,0.0,250000,4
231210150499,9,5,1,5000000,0,5,8,5,4,3,50000,2,5,0.0,240000,7
231710020591,7,6,1,20000000,0,4,8,8,7,4,400000,4,8,2500000.0,700000,8
231710100649,5,11,1,3000000,0,5,8,2,3,3,150000,1,2,0.0,150000,5
231210171220,5,7,7,1000000,500000,6,8,1,1,3,70000,1,1,0.0,434000,3
231710010187,5,5,5,6000000,6000000,5,8,8,7,6,100000,3,8,700000.0,400000,8
231710020764,7,13,1,2000000,0,2,8,5,7,3,300000,3,5,0.0,156000,5
231710030879,5,11,1,8000000,0,3,8,8,7,3,0,4,8,0.0,207000,8
231710021274,7,11,5,0,5450500,2,8,8,4,4,50000,2,8,0.0,468000,5
231710040126,5,11,1,3500000,0,5,8,3,2,3,300000,2,3,0.0,250000,6
231710021427,7,11,5,1500000,4316500,4,8,8,4,3,0,1,8,0.0,198000,5
231710071382,5,6,1,2500000,0,5,8,2,1,3,450000,4,2,0.0,250000,6
231710111148,5,9,7,15000000,3000000,6,8,8,8,6,1900000,4,8,2500000.0,200000,8
231710121178,5,7,1,8500000,0,5,8,8,5,3,1500000,3,8,2900000.0,150000,8
231710190052,5,14,7,10000000,3000000,5,8,8,1,1,650000,3,8,0.0,0,8
231710260263,5,7,1,1500000,0,6,8,1,1,3,100000,3,1,0.0,100000,5
233240250412,5,12,1,6500000,0,4,8,8,1,4,0,3,8,4000000.0,863000,8
238110080090,5,5,5,7500000,5000000,3,8,8,8,6,0,5,8,3700000.0,600000,8
231710031014,7,12,5,4000000,3740500,2,8,8,7,6,150000,2,8,2500000.0,0,7
231510240279,5,6,5,2500000,4500000,4,8,8,3,4,40000,3,8,0.0,300000,8
231710060542,5,5,5,5014864,7023935,2,8,8,7,3,250000,3,8,0.0,250000,8
231710060641,5,5,1,7589300,0,1,8,8,5,8,0,3,8,1500000.0,250000,8
231710070324,5,7,1,5000000,0,3,8,8,7,3,1200000,4,8,0.0,250000,8
231710080954,5,7,1,3500000,0,3,8,6,7,4,1200000,3,6,0.0,250000,8
231710151231,5,11,1,5500000,0,5,8,5,3,6,500000,2,5,2200000.0,254000,7
231710040708,7,11,1,2489614,0,2,8,6,3,3,310000,2,6,0.0,0,5
233210100279,5,14,5,20000000,5000000,7,8,8,8,6,0,5,8,1300000.0,1000000,8
231710040899,7,5,1,5358652,0,3,8,8,3,6,450000,3,8,2000000.0,250000,7
231210170598,9,7,1,4000000,0,4,8,5,3,1,0,3,5,0.0,0,4
231310140750,9,6,1,2700000,0,5,8,2,1,3,0,2,2,0.0,190000,3
231310250333,9,9,1,7000000,0,4,8,8,4,3,0,3,8,2000000.0,318000,7
231510090168,9,5,5,4525200,4054800,5,8,8,7,7,0,4,8,2678800.0,185000,8
231710010674,4,5,14,4791900,1000000,6,8,5,4,6,150000,2,5,2430000.0,354500,7
231710010754,4,11,1,1000000,0,3,5,1,5,4,150000,2,1,0.0,400000,5
231710090555,4,3,1,2000000,0,5,8,1,4,3,0,1,2,0.0,200000,3
231920030284,4,9,1,2000000,0,2,8,5,2,3,200000,1,5,0.0,600000,3
231710020071,4,9,1,5000000,0,5,8,5,8,6,285000,5,5,3500000.0,350000,8
231811050026,4,14,5,1000000,5100000,3,8,8,3,3,70000,3,8,0.0,189000,7
231710101008,4,3,1,1500000,0,2,8,3,2,3,0,2,3,0.0,400000,4
231510210390,9,11,1,1500000,0,7,8,1,1,3,0,2,1,0.0,175000,1
231710050308,4,5,14,3700000,500000,3,8,7,2,3,110000,2,7,0.0,150000,6
231710040547,4,7,1,5000000,0,5,8,5,6,3,100000,2,5,0.0,330000,7
231710050837,4,9,1,3500000,0,5,8,3,7,3,275000,3,3,0.0,170000,8
231610170146,9,6,1,2000000,0,5,8,1,1,3,140000,1,1,0.0,0,3
231710051197,4,3,14,3500000,1500000,6,8,4,7,5,0,2,4,0.0,300000,7
231710080654,4,9,6,7000000,5000000,3,8,8,8,4,300000,4,8,3200000.0,250000,8
231710210811,4,9,1,1500000,0,3,8,2,1,3,0,1,2,0.0,0,2
231710100049,4,11,1,3000000,0,5,8,2,1,3,100000,3,2,0.0,120000,4
231710100155,4,7,7,2750000,0,2,8,7,4,3,0,1,7,1188325.0,179000,8
231710101042,4,6,6,6365230,4500000,4,8,8,6,6,485000,3,8,1942000.0,430500,8
231710130228,4,11,5,1000000,4618000,5,8,6,3,3,450000,3,6,0.0,150000,7
231710150805,4,11,1,3000000,0,3,8,5,1,4,200000,2,5,0.0,400000,7
231710161281,4,13,7,0,1500000,2,8,3,1,1,0,4,3,0.0,0,2
231710011267,9,3,3,1500000,0,4,8,1,3,3,0,2,1,0.0,0,2
231710020584,9,6,1,6800000,0,4,8,8,1,3,400000,2,8,1900000.0,150000,7
231710020958,9,11,1,5900000,0,6,8,5,1,3,0,3,5,0.0,150000,6
231710030286,9,11,1,1500000,0,3,8,2,2,3,0,2,2,0.0,180500,3
231710030590,9,13,5,0,4602900,5,8,4,7,3,400000,2,4,0.0,146000,5
233340180371,4,3,3,2500000,500000,3,8,5,2,3,500000,2,5,0.0,125000,7
231710091144,4,9,1,2000000,0,4,8,2,3,3,0,2,2,0.0,439000,5
231710071288,4,14,1,1500000,0,3,8,2,3,3,200000,2,2,0.0,0,4
231710051180,4,6,5,7000000,3900000,6,8,8,3,3,400000,2,8,0.0,120000,7
231710030982,4,5,1,3769939,0,5,8,3,4,3,0,1,3,0.0,0,6
231810090125,4,11,1,3000000,0,2,8,8,3,4,65,2,8,0.0,150,6
231710040962,4,5,1,3300000,0,2,8,8,7,3,330000,4,8,0.0,300000,7
231710080268,4,11,1,1500000,0,4,8,1,3,3,0,2,1,0.0,0,2
231710050993,8,11,1,1500000,0,4,8,1,1,3,0,2,1,0.0,250000,2
231710180008,4,7,1,4000000,0,3,8,7,5,3,150000,3,7,0.0,210000,7
231710031053,9,11,1,2500000,0,4,8,2,3,4,250000,2,2,0.0,250000,5
231710071470,4,11,1,5472000,0,3,8,8,2,3,247333,2,8,0.0,186000,7
231710041308,4,5,1,8000000,0,3,8,8,7,3,150000,3,8,1300000.0,250000,8
231710070897,4,6,1,3600000,0,6,8,2,4,3,0,2,2,0.0,0,6
231710160204,4,3,1,4000000,0,4,8,5,3,6,0,2,5,1000000.0,200000,7
231710020833,4,6,1,5850000,0,2,8,8,5,3,330000,3,8,0.0,195500,8
231710050424,4,9,9,5500000,1500000,5,8,7,7,5,200000,3,7,5000000.0,500000,8
231710030221,4,13,1,3000000,0,3,8,5,5,1,0,2,5,0.0,0,2
231710011439,4,3,5,1000000,5000000,2,8,8,3,3,300000,2,8,0.0,172225,7
231331140124,4,9,1,2000000,0,4,8,2,2,3,450000,4,2,2000000.0,200000,6
231710011320,4,12,1,4085900,0,4,8,5,2,1,170000,1,5,0.0,0,6
231710270784,4,2,14,950000,0,3,4,1,3,1,0,1,1,0.0,0,3
231210040249,2,13,10,0,2500000,6,8,1,4,3,25000,2,1,0.0,400000,3
231710040646,9,1,5,0,5000000,4,8,6,7,3,85000,3,6,1500000.0,200000,7
231710030265,4,5,1,5000000,0,4,8,6,5,4,450000,2,6,0.0,250,7
231710060714,4,5,1,6547150,0,3,8,8,7,6,250000,2,8,2300000.0,150000,8
231710090935,4,5,6,5750000,4000000,3,8,8,3,3,500000,3,8,1324000.0,350000,8
231710080068,4,11,5,0,4000000,4,8,5,2,3,0,2,5,0.0,180000,5
231210110551,2,9,9,1500000,1500000,6,8,2,5,3,57000,4,2,1500000.0,300000,5
231710220121,4,5,1,4775300,0,5,8,5,4,6,0,1,5,1800000.0,198500,7
231710200036,4,5,5,3500000,1500000,5,8,5,4,3,0,2,5,3200000.0,300000,7
231210180246,2,5,5,5000000,3000000,1,8,8,5,3,0,2,8,0.0,350000,6
231710020519,4,11,1,2250000,0,4,8,2,3,4,80000,2,2,0.0,230000,4
231710020128,4,6,1,2703268,0,4,8,3,1,3,0,2,3,0.0,195000,3
231210190101,2,14,1,3674000,0,4,8,4,1,3,70000,2,4,0.0,340000,4
231210240542,2,9,1,10000000,0,5,8,8,1,3,830000,3,8,0.0,231000,6
231710040774,9,6,1,3764111,0,3,8,7,4,4,0,2,7,0.0,200000,6
231210260865,2,3,1,4200000,0,6,8,3,3,3,225000,3,3,0.0,164000,5
